team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
277,South Dakota State,32,20,12,.625,2.48,-1.49,,11,5,,13,1,,4,8,,2546,2352,,1280,913,1937,.471,277,791,.350,443,593,.747,374,1287,451,150,84,386,518,277,32,20,12,.625,2.48,-1.49,,11,5,,13,1,,4,8,,2546,2352,,1280,821,1931,.425,300,904,.332,410,543,.755,260,991,377,225,81,301,565,277,32,20,12,.625,2.48,-1.49,,11,5,,13,1,,4,8,,2546,2352,,69.7,114.2,.306,.408,.574,56.5,49.4,6.7,8.2,.543,14.8,33.8,.229,277,32,20,12,.625,2.48,-1.49,,11,5,,13,1,,4,8,,2546,2352,,69.7,105.5,.281,.468,.537,43.5,45.9,10.1,7.1,.503,12.1,22.2,.212
278,South Florida,32,13,19,.406,-1.85,0.12,,6,12,,9,6,,2,10,,2381,2385,,1290,842,1899,.443,226,711,.318,471,654,.720,329,1107,460,265,113,355,548,278,32,13,19,.406,-1.85,0.12,,6,12,,9,6,,2,10,,2381,2385,,1290,822,1898,.433,238,716,.332,503,684,.735,383,1218,452,204,118,421,552,278,32,13,19,.406,-1.85,0.12,,6,12,,9,6,,2,10,,2381,2385,,69.7,105.9,.344,.374,.539,47.6,54.6,11.8,9.6,.503,13.8,28.3,.248,278,32,13,19,.406,-1.85,0.12,,6,12,,9,6,,2,10,,2381,2385,,69.7,106.1,.360,.377,.536,52.4,55.0,9.1,9.9,.496,15.9,33.0,.265
279,Southeast Missouri State,33,21,12,.636,-4.68,-7.65,,15,5,,12,3,,8,7,,2442,2212,,1330,901,1974,.456,242,726,.333,398,551,.722,278,1093,448,269,119,352,596,279,33,21,12,.636,-4.68,-7.65,,15,5,,12,3,,8,7,,2442,2212,,1330,755,1822,.414,166,587,.283,536,741,.723,301,1128,314,193,91,452,508,279,33,21,12,.636,-4.68,-7.65,,15,5,,12,3,,8,7,,2442,2212,,69.7,105.4,.279,.368,.546,49.2,49.7,11.6,9.6,.518,13.6,25.2,.202,279,33,21,12,.636,-4.68,-7.65,,15,5,,12,3,,8,7,,2442,2212,,69.7,95.5,.407,.322,.509,50.8,41.6,8.3,7.3,.460,17.2,27.0,.294
280,Southeastern Louisiana,32,18,14,.563,-4.06,-4.73,,12,8,,8,4,,9,8,,2324,2232,,1290,824,1854,.444,195,592,.329,481,642,.749,349,1147,378,222,74,373,550,280,32,18,14,.563,-4.06,-4.73,,12,8,,8,4,,9,8,,2324,2232,,1290,774,1776,.436,252,766,.329,432,640,.675,323,1082,392,194,122,415,542,280,32,18,14,.563,-4.06,-4.73,,12,8,,8,4,,9,8,,2324,2232,,67.5,106.7,.346,.319,.538,51.5,45.9,10.2,7.3,.497,14.7,31.5,.259,280,32,18,14,.563,-4.06,-4.73,,12,8,,8,4,,9,8,,2324,2232,,67.5,102.5,.360,.431,.537,48.5,50.6,8.9,9.7,.507,16.6,28.8,.243
281,Southern,32,20,12,.625,-6.73,-7.80,,15,3,,11,1,,9,10,,2392,2184,,1291,849,1949,.436,212,658,.322,482,721,.669,415,1194,415,309,123,401,595,281,32,20,12,.625,-6.73,-7.80,,15,3,,11,1,,9,10,,2392,2184,,1291,727,1729,.420,229,686,.334,501,721,.695,291,1030,434,221,151,495,572,281,32,20,12,.625,-6.73,-7.80,,15,3,,11,1,,9,10,,2392,2184,,70.6,105.1,.370,.338,.522,53.7,48.9,13.6,11.8,.490,14.9,36.0,.247,281,32,20,12,.625,-6.73,-7.80,,15,3,,11,1,,9,10,,2392,2184,,70.6,95.9,.417,.397,.527,46.3,59.7,9.7,11.7,.487,19.3,27.2,.290
282,Southern California,33,16,17,.485,12.45,11.05,,7,13,,12,7,,3,7,,2537,2491,,1330,897,1861,.482,237,645,.367,506,678,.746,287,1033,510,210,98,408,589,282,33,16,17,.485,12.45,11.05,,7,13,,12,7,,3,7,,2537,2491,,1330,875,1900,.461,241,732,.329,500,663,.754,333,1063,511,225,113,408,597,282,33,16,17,.485,12.45,11.05,,7,13,,12,7,,3,7,,2537,2491,,69.1,110.4,.364,.347,.581,49.3,56.9,9.1,8.4,.546,15.7,28.2,.272,282,33,16,17,.485,12.45,11.05,,7,13,,12,7,,3,7,,2537,2491,,69.1,108.4,.349,.385,.562,50.7,58.4,9.8,9.3,.524,15.6,30.9,.263
283,Southern Illinois,33,14,19,.424,-2.17,1.12,,8,12,,7,8,,5,7,,2405,2458,,1330,875,1896,.461,222,632,.351,433,641,.676,338,1173,467,207,99,412,558,283,33,14,19,.424,-2.17,1.12,,8,12,,7,8,,5,7,,2405,2458,,1330,861,1928,.447,274,766,.358,462,650,.711,319,1098,457,240,103,357,559,283,33,14,19,.424,-2.17,1.12,,8,12,,7,8,,5,7,,2405,2458,,68.4,105.7,.338,.333,.546,51.7,53.4,9.1,8.5,.520,15.8,30.3,.228,283,33,14,19,.424,-2.17,1.12,,8,12,,7,8,,5,7,,2405,2458,,68.4,108.1,.337,.397,.549,48.3,53.1,10.6,8.1,.518,13.8,27.6,.240
285,Southern Indiana,30,10,20,.333,-13.67,-8.21,,5,15,,8,7,,2,13,,2144,2204,,1215,766,1791,.428,216,616,.351,396,542,.731,315,1075,343,201,86,351,516,285,30,10,20,.333,-13.67,-8.21,,5,15,,8,7,,2,13,,2144,2204,,1215,784,1778,.441,229,649,.353,407,604,.674,339,1112,364,223,95,352,495,285,30,10,20,.333,-13.67,-8.21,,5,15,,8,7,,2,13,,2144,2204,,68.5,103.0,.303,.344,.523,49.2,44.8,9.7,7.6,.488,14.6,29.0,.221,285,30,10,20,.333,-13.67,-8.21,,5,15,,8,7,,2,13,,2144,2204,,68.5,105.9,.340,.365,.534,50.8,46.4,10.7,8.1,.505,14.6,30.8,.229
286,Southern Methodist,33,23,10,.697,14.93,6.02,,13,7,,12,5,,7,4,,2641,2347,,1320,935,1945,.481,257,683,.376,514,713,.721,412,1267,515,263,119,396,551,286,33,23,10,.697,14.93,6.02,,13,7,,12,5,,7,4,,2641,2347,,1320,804,1958,.411,264,803,.329,475,637,.746,375,1085,495,211,127,409,599,286,33,23,10,.697,14.93,6.02,,13,7,,12,5,,7,4,,2641,2347,,69.1,115.8,.367,.351,.578,53.9,55.1,11.5,10.3,.547,14.8,36.7,.264,286,33,23,10,.697,14.93,6.02,,13,7,,12,5,,7,4,,2641,2347,,69.1,102.9,.325,.410,.519,46.1,61.6,9.2,10.1,.478,15.3,30.5,.243
287,Southern Mississippi,33,11,22,.333,-9.86,-3.28,,5,13,,9,6,,1,13,,2352,2507,,1330,842,1954,.431,217,717,.303,451,652,.692,347,1233,476,227,142,460,554,287,33,11,22,.333,-9.86,-3.28,,5,13,,9,6,,1,13,,2352,2507,,1330,887,2037,.435,250,781,.320,483,685,.705,371,1234,455,280,113,383,537,287,33,11,22,.333,-9.86,-3.28,,5,13,,9,6,,1,13,,2352,2507,,71.4,99.0,.334,.367,.520,50.0,56.5,9.6,11.3,.486,16.9,28.7,.231,287,33,11,22,.333,-9.86,-3.28,,5,13,,9,6,,1,13,,2352,2507,,71.4,105.5,.336,.383,.531,50.0,51.3,11.8,9.1,.497,14.0,29.5,.237
288,Southern Utah,31,12,19,.387,-10.27,-1.77,,4,12,,8,7,,3,11,,2163,2285,,1240,758,1785,.425,182,582,.313,465,638,.729,341,1149,371,157,136,448,546,288,31,12,19,.387,-10.27,-1.77,,4,12,,8,7,,3,11,,2163,2285,,1240,851,1943,.438,178,549,.324,405,594,.682,367,1125,424,263,108,338,589,288,31,12,19,.387,-10.27,-1.77,,4,12,,8,7,,3,11,,2163,2285,,70.8,98.5,.357,.326,.518,50.5,48.9,7.2,9.8,.476,17.7,31.0,.261,288,31,12,19,.387,-10.27,-1.77,,4,12,,8,7,,3,11,,2163,2285,,70.8,104.1,.306,.283,.513,49.5,49.8,12.0,9.0,.484,13.2,31.2,.208
289,St. Bonaventure,33,22,11,.667,4.15,0.61,,9,9,,12,3,,7,6,,2278,2143,,1325,831,1857,.447,203,649,.313,413,562,.735,312,1116,362,247,108,344,442,289,33,22,11,.667,4.15,0.61,,9,9,,12,3,,7,6,,2278,2143,,1325,769,1832,.420,282,870,.324,323,444,.727,290,1074,450,200,115,409,488,289,33,22,11,.667,4.15,0.61,,9,9,,12,3,,7,6,,2278,2143,,65.2,105.5,.303,.349,.536,51.0,43.6,11.4,11.2,.502,13.9,28.5,.222,289,33,22,11,.667,4.15,0.61,,9,9,,12,3,,7,6,,2278,2143,,65.2,99.3,.242,.475,.524,49.0,58.5,9.3,9.5,.497,16.7,26.5,.176
290,St. John's (NY),34,30,4,.882,21.76,8.93,,18,2,,18,0,,8,2,,2676,2240,,1380,1004,2227,.451,205,675,.304,463,672,.689,492,1389,539,312,177,378,564,290,34,30,4,.882,21.76,8.93,,18,2,,18,0,,8,2,,2676,2240,,1380,791,1974,.401,256,805,.318,402,600,.670,364,1190,442,226,129,531,587,290,34,30,4,.882,21.76,8.93,,18,2,,18,0,,8,2,,2676,2240,,70.4,110.2,.302,.303,.525,53.9,53.7,12.8,15.1,.497,12.9,37.3,.208,290,34,30,4,.882,21.76,8.93,,18,2,,18,0,,8,2,,2676,2240,,70.4,92.2,.304,.408,.496,46.1,55.9,9.3,8.3,.466,19.0,28.9,.204
291,St. Thomas,34,24,10,.706,1.33,-4.19,,12,4,,14,0,,7,8,,2827,2544,,1365,976,1983,.492,355,917,.387,520,667,.780,247,1063,523,244,108,324,613,291,34,24,10,.706,1.33,-4.19,,12,4,,14,0,,7,8,,2827,2544,,1365,872,1956,.446,286,813,.352,514,687,.748,350,1188,454,171,101,452,602,291,34,24,10,.706,1.33,-4.19,,12,4,,14,0,,7,8,,2827,2544,,69.8,118.8,.336,.462,.615,47.2,53.6,10.2,9.4,.582,12.3,22.8,.262,291,34,24,10,.706,1.33,-4.19,,12,4,,14,0,,7,8,,2827,2544,,69.8,106.9,.351,.416,.557,52.8,52.1,7.2,9.5,.519,16.5,30.0,.263
292,Stanford,33,20,13,.606,9.13,6.71,,11,9,,16,2,,3,8,,2409,2329,,1320,841,1939,.434,274,803,.341,453,575,.788,355,1122,455,230,115,349,565,292,33,20,13,.606,9.13,6.71,,11,9,,16,2,,3,8,,2409,2329,,1320,816,1816,.449,207,619,.334,490,653,.750,301,1089,333,179,77,389,527,292,33,20,13,.606,9.13,6.71,,11,9,,16,2,,3,8,,2409,2329,,67.0,109.0,.297,.414,.544,50.7,54.1,10.4,9.6,.504,13.6,31.1,.234,292,33,20,13,.606,9.13,6.71,,11,9,,16,2,,3,8,,2409,2329,,67.0,105.4,.360,.341,.548,49.3,40.8,8.1,6.8,.506,15.5,28.2,.270
293,Stephen F. Austin,31,14,17,.452,-8.14,-3.43,,7,13,,8,8,,6,9,,2065,2118,,1255,756,1791,.422,191,659,.290,362,572,.633,407,1165,388,258,130,483,514,293,31,14,17,.452,-8.14,-3.43,,7,13,,8,8,,6,9,,2065,2118,,1255,747,1793,.417,221,664,.333,403,593,.680,371,1102,399,282,105,439,509,293,31,14,17,.452,-8.14,-3.43,,7,13,,8,8,,6,9,,2065,2118,,68.2,96.5,.319,.368,.501,51.4,51.3,12.1,11.5,.475,19.0,35.8,.202,293,31,14,17,.452,-8.14,-3.43,,7,13,,8,8,,6,9,,2065,2118,,68.2,98.9,.331,.370,.510,48.6,53.4,13.2,9.3,.478,17.5,32.9,.225
294,Stetson,32,8,24,.250,-16.20,-4.20,,6,12,,5,9,,3,11,,2293,2608,,1290,805,1810,.445,233,686,.340,450,612,.735,270,1056,376,165,99,415,470,294,32,8,24,.250,-16.20,-4.20,,6,12,,5,9,,3,11,,2293,2608,,1290,939,2072,.453,307,850,.361,423,562,.753,404,1215,519,253,93,299,563,294,32,8,24,.250,-16.20,-4.20,,6,12,,5,9,,3,11,,2293,2608,,69.5,102.4,.338,.379,.546,46.5,46.7,7.4,8.1,.509,16.5,25.0,.249,294,32,8,24,.250,-16.20,-4.20,,6,12,,5,9,,3,11,,2293,2608,,69.5,116.4,.271,.410,.558,53.5,55.3,11.3,8.3,.527,11.3,33.9,.204
295,Stonehill,32,15,17,.469,-12.87,-9.30,,7,9,,11,3,,3,13,,2198,2242,,1280,759,1748,.434,276,777,.355,404,558,.724,288,1060,461,206,84,388,530,295,32,15,17,.469,-12.87,-9.30,,7,9,,11,3,,3,13,,2198,2242,,1280,802,1803,.445,210,603,.348,428,581,.737,307,1068,328,221,120,355,502,295,32,15,17,.469,-12.87,-9.30,,7,9,,11,3,,3,13,,2198,2242,,66.3,103.7,.319,.445,.546,49.8,60.7,9.7,7.0,.513,16.2,27.5,.231,295,32,15,17,.469,-12.87,-9.30,,7,9,,11,3,,3,13,,2198,2242,,66.3,105.8,.322,.334,.539,50.2,40.9,10.4,12.4,.503,14.6,28.5,.237
296,Stony Brook,32,8,24,.250,-13.57,-4.15,,4,14,,5,9,,3,13,,2128,2372,,1280,739,1784,.414,236,700,.337,414,555,.746,335,1059,361,163,66,376,487,296,32,8,24,.250,-13.57,-4.15,,4,14,,5,9,,3,13,,2128,2372,,1280,869,1827,.476,275,772,.356,359,511,.703,319,1109,509,224,118,312,489,296,32,8,24,.250,-13.57,-4.15,,4,14,,5,9,,3,13,,2128,2372,,64.9,102.5,.311,.392,.520,48.8,48.8,7.9,6.3,.480,15.5,29.8,.232,296,32,8,24,.250,-13.57,-4.15,,4,14,,5,9,,3,13,,2128,2372,,64.9,114.3,.280,.423,.573,51.2,58.6,10.8,10.9,.551,13.1,30.6,.196
297,Syracuse,33,14,19,.424,5.32,8.41,,7,13,,11,6,,2,9,,2464,2566,,1350,897,1964,.457,211,643,.328,459,651,.705,364,1224,448,161,83,415,542,297,33,14,19,.424,5.32,8.41,,7,13,,11,6,,2,9,,2464,2566,,1350,918,1982,.463,261,756,.345,469,655,.716,304,1100,436,259,119,324,570,297,33,14,19,.424,5.32,8.41,,7,13,,11,6,,2,9,,2464,2566,,68.7,106.3,.331,.327,.542,52.7,49.9,6.9,6.8,.510,15.4,31.4,.234,297,33,14,19,.424,5.32,8.41,,7,13,,11,6,,2,9,,2464,2566,,68.7,110.7,.330,.381,.559,47.3,47.5,11.2,9.0,.529,12.4,26.1,.237
299,TCU,32,16,16,.500,10.89,12.05,,9,11,,14,3,,2,9,,2162,2199,,1285,780,1875,.416,195,650,.300,407,629,.647,385,1114,389,243,110,372,501,299,32,16,16,.500,10.89,12.05,,9,11,,14,3,,2,9,,2162,2199,,1285,792,1794,.441,241,762,.316,374,507,.738,307,1088,503,200,113,421,518,299,32,16,16,.500,10.89,12.05,,9,11,,14,3,,2,9,,2162,2199,,67.1,100.3,.335,.347,.497,50.6,49.9,11.3,10.7,.468,14.6,33.0,.217,299,32,16,16,.500,10.89,12.05,,9,11,,14,3,,2,9,,2162,2199,,67.1,102.1,.283,.425,.540,49.4,63.5,9.3,9.2,.509,17.1,29.6,.208
298,Tarleton State,32,12,20,.375,-9.96,0.04,,7,9,,10,3,,1,14,,2025,2227,,1280,697,1614,.432,132,408,.324,499,681,.733,303,971,338,300,115,562,612,298,32,12,20,.375,-9.96,0.04,,7,9,,10,3,,1,14,,2025,2227,,1280,722,1627,.444,233,686,.340,550,753,.730,331,1015,434,274,140,533,624,298,32,12,20,.375,-9.96,0.04,,7,9,,10,3,,1,14,,2025,2227,,68.5,92.4,.422,.253,.523,48.9,48.5,13.7,12.2,.473,22.5,30.7,.309,298,32,12,20,.375,-9.96,0.04,,7,9,,10,3,,1,14,,2025,2227,,68.5,101.6,.463,.422,.561,51.1,60.1,12.5,11.6,.515,21.2,33.1,.338
300,Temple,32,17,15,.531,0.08,-0.05,,9,9,,12,2,,3,9,,2520,2487,,1310,840,1875,.448,216,597,.362,624,848,.736,359,1165,347,205,119,351,575,300,32,17,15,.531,0.08,-0.05,,9,9,,12,2,,3,9,,2520,2487,,1310,874,1959,.446,240,711,.338,499,707,.706,369,1135,476,220,131,350,636,300,32,17,15,.531,0.08,-0.05,,9,9,,12,2,,3,9,,2520,2487,,69.4,110.9,.452,.318,.553,50.7,41.3,9.0,9.5,.506,13.4,31.9,.333,300,32,17,15,.531,0.08,-0.05,,9,9,,12,2,,3,9,,2520,2487,,69.4,109.4,.361,.363,.542,49.3,54.5,9.7,10.3,.507,13.2,31.4,.255
301,Tennessee,34,27,7,.794,24.86,13.15,,12,6,,16,1,,6,5,,2541,2143,,1360,876,1926,.455,282,829,.340,507,682,.743,390,1246,527,236,171,356,528,301,34,27,7,.794,24.86,13.15,,12,6,,16,1,,6,5,,2541,2143,,1360,739,1936,.382,243,874,.278,422,570,.740,368,1079,344,197,100,397,602,301,34,27,7,.794,24.86,13.15,,12,6,,16,1,,6,5,,2541,2143,,65.5,114.2,.354,.430,.565,53.6,60.2,10.6,16.1,.528,13.7,35.4,.263,301,34,27,7,.794,24.86,13.15,,12,6,,16,1,,6,5,,2541,2143,,65.5,96.3,.294,.451,.486,46.4,46.5,8.9,9.1,.444,15.2,30.1,.218
302,Tennessee State,33,17,16,.515,-7.87,-8.57,,12,8,,12,3,,4,10,,2577,2418,,1350,909,1964,.463,219,673,.325,540,793,.681,428,1338,440,237,127,506,625,302,33,17,16,.515,-7.87,-8.57,,12,8,,12,3,,4,10,,2577,2418,,1350,839,2010,.417,233,722,.323,507,751,.675,380,1130,402,266,105,429,635,302,33,17,16,.515,-7.87,-8.57,,12,8,,12,3,,4,10,,2577,2418,,71.6,106.6,.404,.343,.550,54.2,48.4,9.8,9.9,.519,17.8,36.3,.275,302,33,17,16,.515,-7.87,-8.57,,12,8,,12,3,,4,10,,2577,2418,,71.6,100.0,.374,.359,.511,45.8,47.9,11.0,8.1,.475,15.3,29.5,.252
303,Tennessee Tech,32,15,17,.469,-10.86,-7.60,,10,10,,9,5,,5,10,,2308,2371,,1290,810,1874,.432,309,878,.352,379,543,.698,277,1110,486,203,88,372,424,303,32,15,17,.469,-10.86,-7.60,,10,10,,9,5,,5,10,,2308,2371,,1290,905,2065,.438,232,716,.324,329,440,.748,384,1252,436,238,91,331,464,303,32,15,17,.469,-10.86,-7.60,,10,10,,9,5,,5,10,,2308,2371,,69.0,103.8,.290,.469,.541,47.0,60.0,9.1,6.5,.515,14.9,24.2,.202,303,32,15,17,.469,-10.86,-7.60,,10,10,,9,5,,5,10,,2308,2371,,69.0,106.6,.213,.347,.521,53.0,48.2,10.7,9.1,.494,12.7,31.6,.159
304,Tennessee-Martin,33,14,19,.424,-10.99,-7.99,,9,11,,8,5,,5,12,,2455,2373,,1350,836,1997,.419,306,949,.322,477,682,.699,453,1301,447,267,93,433,556,304,33,14,19,.424,-10.99,-7.99,,9,11,,8,5,,5,12,,2455,2373,,1350,807,1902,.424,309,926,.334,450,631,.713,348,1156,455,262,139,436,543,304,33,14,19,.424,-10.99,-7.99,,9,11,,8,5,,5,12,,2455,2373,,68.0,107.0,.342,.475,.529,53.0,53.5,11.6,9.5,.495,15.7,35.9,.239,304,33,14,19,.424,-10.99,-7.99,,9,11,,8,5,,5,12,,2455,2373,,68.0,103.4,.332,.487,.539,47.0,56.4,11.4,13.3,.506,16.5,29.1,.237
305,Texas,34,19,15,.559,16.18,9.98,,6,12,,11,7,,4,6,,2667,2456,,1380,929,2012,.462,256,712,.360,551,736,.749,347,1215,441,214,148,338,641,305,34,19,15,.559,16.18,9.98,,6,12,,11,7,,4,6,,2667,2456,,1380,837,1976,.424,238,715,.333,544,776,.701,367,1185,404,196,106,391,639,305,34,19,15,.559,16.18,9.98,,6,12,,11,7,,4,6,,2667,2456,,68.4,113.0,.366,.354,.565,50.6,47.5,9.1,11.7,.525,12.5,29.8,.274,305,34,19,15,.559,16.18,9.98,,6,12,,11,7,,4,6,,2667,2456,,68.4,104.0,.393,.362,.524,49.4,48.3,8.3,8.2,.484,14.3,29.7,.275
306,Texas A&M,32,22,10,.688,20.04,13.66,,11,7,,13,3,,5,5,,2378,2174,,1290,799,1919,.416,224,721,.311,556,800,.695,518,1319,381,241,130,395,554,306,32,22,10,.688,20.04,13.66,,11,7,,13,3,,5,5,,2378,2174,,1290,710,1761,.403,276,827,.334,478,622,.768,309,1023,460,255,177,429,636,306,32,22,10,.688,20.04,13.66,,11,7,,13,3,,5,5,,2378,2174,,67.5,109.3,.417,.376,.517,56.3,47.7,11.1,13.9,.475,14.7,42.0,.290,306,32,22,10,.688,20.04,13.66,,11,7,,13,3,,5,5,,2378,2174,,67.5,99.9,.353,.470,.529,43.7,64.8,11.7,14.8,.482,17.3,27.8,.271
307,Texas A&M-Corpus Christi,34,20,14,.588,-1.05,-3.45,,12,8,,15,2,,4,11,,2576,2291,,1360,968,1976,.490,199,580,.343,441,699,.631,381,1240,509,268,121,408,602,307,34,20,14,.588,-1.05,-3.45,,12,8,,15,2,,4,11,,2576,2291,,1360,784,1876,.418,238,706,.337,485,719,.675,348,1099,416,253,153,456,560,307,34,20,14,.588,-1.05,-3.45,,12,8,,15,2,,4,11,,2576,2291,,68.5,110.5,.354,.294,.558,53.0,52.6,11.5,10.3,.540,15.0,33.7,.223,307,34,20,14,.588,-1.05,-3.45,,12,8,,15,2,,4,11,,2576,2291,,68.5,98.3,.383,.376,.517,47.0,53.1,10.9,11.0,.481,17.1,28.8,.259
308,Texas Southern,32,15,17,.469,-10.04,-8.01,,12,6,,9,4,,6,12,,2325,2307,,1290,846,1974,.429,233,697,.334,400,554,.722,368,1201,438,274,109,444,538,308,32,15,17,.469,-10.04,-8.01,,12,6,,9,4,,6,12,,2325,2307,,1290,792,1952,.406,270,817,.330,453,667,.679,415,1243,440,243,118,450,482,308,32,15,17,.469,-10.04,-8.01,,12,6,,9,4,,6,12,,2325,2307,,71.6,100.7,.281,.353,.520,49.1,51.8,11.9,9.6,.488,16.6,30.8,.203,308,32,15,17,.469,-10.04,-8.01,,12,6,,9,4,,6,12,,2325,2307,,71.6,99.9,.342,.419,.508,50.9,55.6,10.5,9.2,.475,16.6,33.3,.232
309,Texas State,32,16,16,.500,-3.52,-3.68,,9,9,,10,4,,4,10,,2439,2346,,1310,867,1869,.464,190,518,.367,515,681,.756,389,1184,465,227,129,393,584,309,32,16,16,.500,-3.52,-3.68,,9,9,,10,4,,4,10,,2439,2346,,1310,788,1830,.431,240,665,.361,530,739,.717,349,1048,394,234,128,372,556,309,32,16,16,.500,-3.52,-3.68,,9,9,,10,4,,4,10,,2439,2346,,67.2,110.9,.364,.277,.556,53.0,53.6,10.3,11.1,.515,15.2,35.8,.276,309,32,16,16,.500,-3.52,-3.68,,9,9,,10,4,,4,10,,2439,2346,,67.2,106.6,.404,.363,.538,47.0,50.0,10.6,9.5,.496,14.6,30.5,.290
310,Texas Tech,33,25,8,.758,23.90,10.57,,15,5,,15,3,,8,2,,2670,2230,,1340,939,1998,.470,338,892,.379,454,594,.764,383,1211,549,215,100,329,519,310,33,25,8,.758,23.90,10.57,,15,5,,15,3,,8,2,,2670,2230,,1340,796,1869,.426,202,637,.317,436,627,.695,330,1065,358,203,89,387,530,310,33,25,8,.758,23.90,10.57,,15,5,,15,3,,8,2,,2670,2230,,66.4,120.0,.297,.446,.585,53.2,58.5,9.7,8.1,.555,12.6,34.3,.227,310,33,25,8,.758,23.90,10.57,,15,5,,15,3,,8,2,,2670,2230,,66.4,100.2,.335,.341,.515,46.8,45.0,9.1,8.0,.480,15.2,28.5,.233
311,Texas-Rio Grande Valley,31,16,15,.516,-6.14,-3.48,,8,12,,12,4,,2,11,,2378,2294,,1240,872,1965,.444,328,997,.329,306,433,.707,365,1165,534,235,87,417,510,311,31,16,15,.516,-6.14,-3.48,,8,12,,12,4,,2,11,,2378,2294,,1240,834,1920,.434,224,680,.329,402,550,.731,370,1156,430,218,77,396,440,311,31,16,15,.516,-6.14,-3.48,,8,12,,12,4,,2,11,,2378,2294,,71.5,107.4,.220,.507,.548,50.2,61.2,10.6,7.0,.527,16.1,31.7,.156,311,31,16,15,.516,-6.14,-3.48,,8,12,,12,4,,2,11,,2378,2294,,71.5,103.6,.286,.354,.526,49.8,51.6,9.8,8.0,.493,15.4,31.6,.209
312,The Citadel,30,5,25,.167,-18.30,-4.41,,0,18,,5,12,,0,12,,1997,2251,,1215,706,1685,.419,226,766,.295,359,582,.617,318,1032,368,180,61,376,483,312,30,5,25,.167,-18.30,-4.41,,0,18,,5,12,,0,12,,1997,2251,,1215,794,1725,.460,253,732,.346,410,563,.728,309,1095,422,228,97,326,491,312,30,5,25,.167,-18.30,-4.41,,0,18,,5,12,,0,12,,1997,2251,,66.3,99.1,.345,.455,.509,48.5,52.1,8.9,6.1,.486,16.1,28.8,.213,312,30,5,25,.167,-18.30,-4.41,,0,18,,5,12,,0,12,,1997,2251,,66.3,111.7,.326,.424,.565,51.5,53.1,11.3,10.6,.534,14.1,30.2,.238
313,Toledo,33,18,15,.545,-5.95,-2.70,,10,8,,9,4,,6,9,,2603,2645,,1325,937,2019,.464,193,574,.336,536,715,.750,357,1123,438,178,91,310,523,313,33,18,15,.545,-5.95,-2.70,,10,8,,9,4,,6,9,,2603,2645,,1325,982,2018,.487,289,760,.380,392,533,.735,336,1155,452,188,107,362,610,313,33,18,15,.545,-5.95,-2.70,,10,8,,9,4,,6,9,,2603,2645,,69.6,113.0,.354,.284,.552,49.3,46.7,7.7,7.2,.512,11.6,30.4,.265,313,33,18,15,.545,-5.95,-2.70,,10,8,,9,4,,6,9,,2603,2645,,69.6,114.8,.264,.377,.582,50.7,46.0,8.2,7.4,.558,13.7,30.5,.194
